embedding_type,n_samples,bootstrap_iters,tau,spectral_gap,neighborhood_purity,silhouette,trustworthiness,id_raw,id_diff,progression,model,tau_ci_lower,tau_ci_upper,spectral_gap_ci_lower,spectral_gap_ci_upper,neighborhood_purity_ci_lower,neighborhood_purity_ci_upper,silhouette_ci_lower,silhouette_ci_upper,trustworthiness_ci_lower,trustworthiness_ci_upper,id_raw_ci_lower,id_raw_ci_upper,id_diff_ci_lower,id_diff_ci_upper
register_mean_0.125,4000,0,0.15660332049586598,0.021044612,0.32738425324877435,-0.06642688246225804,0.9875974899598393,10.27396783041879,3.5797118918426065,CRC-Conventional,uni2,,,,,,,,,,,,,,
register_mean_0.375,4000,0,0.36288431547352323,0.029346347,0.4426983756903312,-0.017884377589449968,0.9785805220883534,18.831645647188576,4.839697470409313,CRC-Conventional,uni2,,,,,,,,,,,,,,
register_mean_0.625,4000,0,0.7091850581397441,0.016678989,0.6250532013189329,0.04362771524075307,0.9738519578313253,16.17844686420125,4.662902303543027,CRC-Conventional,uni2,,,,,,,,,,,,,,
register_mean_0.875,4000,0,0.740685808863738,0.023662627,0.6833939283563156,0.09151910202306403,0.9699038152610442,17.44910974563725,4.485859920422835,CRC-Conventional,uni2,,,,,,,,,,,,,,
register_mean_1.0,4000,0,0.7502282459929144,0.028379142,0.6831470715066394,0.10825872802101569,0.9692606425702811,17.13009323193272,4.141297915173515,CRC-Conventional,uni2,,,,,,,,,,,,,,
final_embedding,4000,100,0.7249760195990723,0.011761844,0.6884877997742793,0.07059471725017602,0.9712616465863454,19.556352494701954,4.326050185615828,CRC-Conventional,uni2,0.5664683726668069,0.7391152569414603,0.00860021412372589,0.04476008415222168,0.6839408044614232,0.7018699466598132,0.06616954174321542,0.07804294287834836,0.972142154869478,0.9772413240461848,18.206574003067455,20.065033059575782,0.6681356406467533,0.7708377677260392
patch_mean_0.125,4000,0,0.26443539193454035,0.03680432,0.41882707542263486,-0.018917332352757502,0.9826056224899599,12.559599933706043,4.267208579086522,CRC-Conventional,conch,,,,,,,,,,,,,,
patch_mean_0.375,4000,0,0.31280360012057956,0.033988833,0.4701774393976387,0.01131261800257941,0.9747700301204819,12.619706237176562,4.814320169799306,CRC-Conventional,conch,,,,,,,,,,,,,,
patch_mean_0.625,4000,0,0.6588756834960033,0.009914279,0.61998002394996,0.06289003739824446,0.9660661144578313,18.47422319709529,4.80791504161168,CRC-Conventional,conch,,,,,,,,,,,,,,
patch_mean_0.875,4000,0,0.7046021001907719,0.02534777,0.6497159769346894,0.08057186291854648,0.9728289156626506,19.27408265098282,4.621969517942887,CRC-Conventional,conch,,,,,,,,,,,,,,
patch_mean_1.0,4000,0,0.715330565291141,0.04578042,0.6527058736640248,0.08111912163359687,0.9699177710843373,18.830620550749327,4.7805403238350515,CRC-Conventional,conch,,,,,,,,,,,,,,
cls_0.125,4000,0,0.24400977795917306,0.05500543,0.4214916239973957,-0.03648578360992107,0.9852718373493976,12.107118371168268,4.281612142022764,CRC-Conventional,conch,,,,,,,,,,,,,,
cls_0.375,4000,0,0.3971332620510276,0.018319786,0.4509098366129394,-0.006953065557178153,0.9821859939759037,12.64839861682026,4.47540968991909,CRC-Conventional,conch,,,,,,,,,,,,,,
